1200,750,671
1201,749,671
1202,749,672
1203,749,672
1204,749,671
1205,749,672
1206,749,673
1207,749,673
1208,748,673
1209,748,672
1210,748,671
1211,748,671
1212,748,671
1213,748,671
1214,748,670
1215,748,671
1216,747,670
1217,747,671
1218,747,670
1219,747,670
1220,747,670
1221,747,670
1222,747,669
1223,746,668
1224,746,668
1225,746,668
1226,746,669
1227,746,670
1228,746,669
1229,746,668
1230,746,669
1231,745,670
1232,745,669
1233,745,668
1234,745,669
1235,745,670
1236,745,671
1237,745,670
1238,745,669
1239,744,668
1240,744,669
1241,744,670
1242,744,670
1243,744,670
1244,744,671
1245,744,671
1246,743,671
1247,743,671
1248,743,670
1249,743,669
1250,743,670
1251,743,671
1252,743,670
1253,743,669
1254,742,668
1255,742,669
1256,742,670
1257,742,669
1258,742,670
1259,742,669
1300,737,668
1301,736,669
1302,736,669
1303,736,668
1304,736,667
1305,736,667
1306,736,667
1307,736,668
1308,736,667
1309,735,667
1310,735,667
1311,735,666
1312,735,667
1313,735,668
1314,735,669
1315,735,670
1316,735,669
1317,734,670
1318,734,671
1319,734,671
1320,734,670
1321,734,671
1322,734,671
1323,734,672
1324,734,672
1325,733,673
1326,733,673
1327,733,672
1328,733,671
1329,733,670
1330,733,669
1331,733,669
1332,733,670
1333,732,669
1334,732,670
1335,732,670
1336,732,670
1337,732,670
1338,732,671
1339,732,670
1340,732,670
1341,731,671
1342,731,671
1343,731,671
1344,731,672
1345,731,671
1346,731,671
1347,731,672
1348,731,673
1349,730,673
1350,730,672
1351,730,671
1352,730,672
1353,730,671
1354,730,670
1355,730,670
1356,730,671
1357,730,672
1358,729,671
1359,729,671
1400,725,670
1401,724,670
1402,724,671
1403,724,671
1404,724,671
1405,724,670
1406,724,669
1407,724,670
1408,724,671
1409,723,671
1410,723,671
1411,723,671
1412,723,671
1413,723,672
1414,723,673
1415,723,672
1416,723,671
1417,723,670
1418,722,669
1419,722,668
1420,722,668
1421,722,667
1422,722,667
1423,722,666
1424,722,667
1425,722,666
1426,722,667
1427,722,666
1428,721,665
1429,721,666
1430,721,667
1431,721,667
1432,721,666
1433,721,667
1434,721,668
1435,721,668
1436,721,667
1437,720,667
1438,720,667
1439,720,668
1440,720,669
1441,720,670
1442,720,671
1443,720,671
1444,720,671
1445,720,672
1446,719,672
1447,719,673
1448,719,674
1449,719,674
1450,719,675
1451,719,675
1452,719,675
1453,719,675
1454,719,675
1455,719,675
1456,718,675
1457,718,674
1458,718,674
1459,718,673
1500,714,672
1501,714,672
1502,714,671
1503,714,672
1504,714,671
1505,714,670
1506,714,671
1507,714,672
1508,713,673
1509,713,673
1510,713,673
1511,713,674
1512,713,675
1513,713,675
1514,713,675
1515,713,676
1516,713,676
1517,713,675
1518,713,675
1519,712,676
1520,712,675
1521,712,675
1522,712,675
1523,712,674
1524,712,673
1525,712,673
1526,712,673
1527,712,672
1528,712,671
1529,712,670
1530,711,671
1531,711,670
1532,711,669
1533,711,670
1534,711,671
1535,711,672
1536,711,673
1537,711,674
1538,711,675
1539,711,676
1540,711,676
1541,711,676
1542,710,677
1543,710,677
1544,710,676
1545,710,675
1546,710,676
1547,710,675
1548,710,675
1549,710,675
1550,710,676
1551,710,676
1552,710,675
1553,710,674
1554,710,675
1555,709,676
1556,709,676
1557,709,676
1558,709,677
1559,709,676
1600,706,676
1601,706,677
1602,706,676
1603,706,677
1604,706,677
1605,706,678
1606,706,678
1607,706,679
1608,706,678
1609,706,677
1610,706,676
1611,705,677
1612,705,677
1613,705,678
1614,705,678
1615,705,679
1616,705,678
1617,705,678
1618,705,677
1619,705,677
1620,705,677
1621,705,678
1622,705,678
1623,705,678
1624,705,679
1625,705,680
1626,705,680
1627,705,679
1628,704,679
1629,704,680
1630,704,680
1631,704,680
1632,704,679
1633,704,680
1634,704,681
1635,704,681
1636,704,682
1637,704,682
1638,704,682
1639,704,683
1640,704,683
1641,704,683
1642,704,684
1643,704,685
1644,704,684
1645,704,684
1646,704,683
1647,703,682
1648,703,681
1649,703,680
1650,703,680
1651,703,681
1652,703,681
1653,703,680
1654,703,681
1655,703,681
1656,703,682
1657,703,681
1658,703,681
1659,703,680
1700,701,680
1701,701,680
1702,701,679
1703,701,679
1704,701,680
1705,701,679
1706,701,680
1707,701,679
1708,701,678
1709,701,678
1710,701,678
1711,701,677
1712,701,677
1713,701,678
1714,701,678
1715,701,677
1716,701,676
1717,701,675
1718,701,675
1719,701,676
1720,701,677
1721,701,677
1722,701,676
1723,701,677
